model,chunk_size,chunk_overlap,query_id,query,family,language,extra_docs,trial,top1_score,top10_mean_score,iaea_priority_top10,first_iaea_rank
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,20,6,0.7766282558441162,0.7718132138252258,0.7,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,20,7,0.8142980337142944,0.7773939371109009,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,20,8,0.8142980337142944,0.7773939371109009,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,20,9,0.8142980337142944,0.7773939371109009,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,25,0,0.7712782025337219,0.7712782621383667,0.7,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,25,1,0.7766282558441162,0.7718132138252258,0.7,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,25,2,0.7766282558441162,0.7718132138252258,0.5,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,25,3,0.7766282558441162,0.7718132138252258,0.5,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,25,4,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,25,5,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,25,6,0.7766282558441162,0.7718132138252258,0.5,4
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,25,7,0.8142980337142944,0.7773939371109009,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,25,8,0.7766282558441162,0.7718132138252258,0.7,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,25,9,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,30,0,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,30,1,0.7766282558441162,0.7718132138252258,0.7,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,30,2,0.8142980337142944,0.7773939371109009,0.1,10
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,30,3,0.7712782025337219,0.7546126842498779,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,30,4,0.7712782025337219,0.7712782621383667,0.7,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,30,5,0.7766282558441162,0.7718132138252258,0.7,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,30,6,0.8142980337142944,0.7773939371109009,0.1,10
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,30,7,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,30,8,0.7766282558441162,0.7718132138252258,0.6,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,30,9,0.8142980337142944,0.7773939371109009,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,35,0,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,35,1,0.8142980337142944,0.7773939371109009,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,35,2,0.7766282558441162,0.7718132138252258,0.5,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,35,3,0.7766282558441162,0.7718132138252258,0.5,5
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,35,4,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,35,5,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,35,6,0.7712782025337219,0.7712782621383667,0.7,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,35,7,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,35,8,0.7766282558441162,0.7718132138252258,0.6,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,35,9,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,40,0,0.8142980337142944,0.7773939371109009,0.1,10
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,40,1,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,40,2,0.7766282558441162,0.7718132138252258,0.5,3
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,40,3,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,40,4,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,40,5,0.7766282558441162,0.7718132138252258,0.6,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,40,6,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,40,7,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,40,8,0.7766282558441162,0.7718132138252258,0.5,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,40,9,0.7766282558441162,0.7718132138252258,0.5,2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,45,0,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,45,1,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,45,2,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,45,3,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,45,4,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,45,5,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,45,6,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,45,7,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,45,8,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,45,9,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,50,0,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,50,1,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,50,2,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,50,3,0.8142980337142944,0.7773939371109009,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,50,4,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,50,5,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,50,6,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,50,7,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,50,8,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,50,9,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,51,0,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,51,1,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,51,2,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,51,3,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,51,4,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,51,5,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,51,6,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,51,7,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,51,8,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_zh_core,中子,baseline,zh,51,9,0.8142980337142944,0.7779289484024048,0.0,11
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,0,0,0.7239671349525452,0.6211274266242981,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,5,0,0.7239671349525452,0.6249368786811829,0.9,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,5,1,0.7239671349525452,0.6570905447006226,0.3,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,5,2,0.7239671349525452,0.6211274266242981,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,5,3,0.7239671349525452,0.6770018935203552,0.1,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,5,4,0.7239671349525452,0.633130669593811,0.7,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,5,5,0.7239671349525452,0.6266577243804932,0.7,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,5,6,0.7239671349525452,0.632960855960846,0.7,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,5,7,0.7239671349525452,0.6371743083000183,0.8,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,5,8,0.7239671349525452,0.6211274266242981,1.0,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,5,9,0.7239671349525452,0.6855147480964661,0.1,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,10,0,0.7239671349525452,0.6686992645263672,0.2,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,10,1,0.7239671349525452,0.6308581233024597,0.7,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,10,2,0.7239671349525452,0.6855147480964661,0.1,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,10,3,0.7239671349525452,0.6357008218765259,0.6,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,10,4,0.7239671349525452,0.6445032358169556,0.6,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,10,5,0.7239671349525452,0.6805019378662109,0.1,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,10,6,0.7239671349525452,0.6641478538513184,0.2,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,10,7,0.7239671349525452,0.6770018935203552,0.1,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,10,8,0.7239671349525452,0.6351280212402344,0.6,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,10,9,0.7239671349525452,0.6387240886688232,0.6,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,15,0,0.7239671349525452,0.6598483920097351,0.3,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,15,1,0.7239671349525452,0.6770018935203552,0.1,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,15,2,0.7239671349525452,0.6457768678665161,0.5,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,15,3,0.7239671349525452,0.644517183303833,0.6,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,15,4,0.7239671349525452,0.6770018935203552,0.1,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,15,5,0.7239671349525452,0.6400449872016907,0.4,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,15,6,0.7239671349525452,0.6399359107017517,0.5,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,15,7,0.7239671349525452,0.6621441841125488,0.3,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,15,8,0.7239671349525452,0.6770018935203552,0.1,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,15,9,0.7239671349525452,0.623517632484436,0.9,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,20,0,0.7239671349525452,0.6472414135932922,0.4,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,20,1,0.7239671349525452,0.6365885734558105,0.5,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,20,2,0.7239671349525452,0.6885464787483215,0.1,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,20,3,0.7239671349525452,0.6855147480964661,0.1,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,20,4,0.7239671349525452,0.6354697942733765,0.6,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,20,5,0.7239671349525452,0.6598483920097351,0.3,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,20,6,0.7239671349525452,0.6885464787483215,0.1,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,20,7,0.7239671349525452,0.6429778337478638,0.4,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,20,8,0.7239671349525452,0.6885464787483215,0.1,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,20,9,0.7239671349525452,0.6626299619674683,0.2,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,25,0,0.7239671349525452,0.6512771844863892,0.4,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,25,1,0.7239671349525452,0.6885464787483215,0.1,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,25,2,0.7239671349525452,0.6705819368362427,0.2,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,25,3,0.7239671349525452,0.6400449872016907,0.4,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,25,4,0.7239671349525452,0.6885464787483215,0.1,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,25,5,0.7239671349525452,0.6805019378662109,0.1,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,25,6,0.7239671349525452,0.6805019378662109,0.1,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,25,7,0.7239671349525452,0.6420828104019165,0.4,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,25,8,0.7239671349525452,0.6664828062057495,0.2,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,25,9,0.7239671349525452,0.6855147480964661,0.1,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,30,0,0.7239671349525452,0.6805019378662109,0.1,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,30,1,0.7239671349525452,0.6419339179992676,0.5,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,30,2,0.7239671349525452,0.6855147480964661,0.1,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,30,3,0.7239671349525452,0.6855147480964661,0.1,1
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,1200,120,baseline_en_core,neutron,baseline,en,30,4,0.7239671349525452,0.6770018935203552,0.1,1
